위도,경도,지번주소,도로명주소,이름,확률,index
37.673399,127.054256,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,노일중학교,,0
37.67322554,127.0539686,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,노일중학교,,0
37.67314002,127.0540403,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,노일중학교,,0
37.67315761,127.0538995,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,노일중학교,,0
37.67317444,127.0542294,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,노일중학교,,0
37.67326266,127.0541225,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,노일중학교,,0
37.673399,127.055066,서울특별시 노원구 상계동 1044-2,서울특별시 노원구 동일로 1625,노일초등학교,,1
37.67311802,127.0548521,서울특별시 노원구 상계동 1044-2,서울특별시 노원구 동일로 1625,노일초등학교,,1
37.67343942,127.0553896,서울특별시 노원구 상계동 1118-9,서울특별시 노원구 동일로 1625,노일초등학교,,1
37.67368181,127.0553884,서울특별시 노원구 상계동 1118-9,서울특별시 노원구 동일로 1625,노일초등학교,,1
37.67344334,127.0548856,서울특별시 노원구 상계동 1044-2,서울특별시 노원구 동일로 1625,노일초등학교,,1
37.67352059,127.0553956,서울특별시 노원구 상계동 1118-9,서울특별시 노원구 동일로 1625,노일초등학교,,1
37.673399,127.055876,서울특별시 노원구 상계동 1025-40,서울특별시 노원구 동일로 1624,통일상가,,2
37.67319125,127.0558833,서울특별시 노원구 상계동 1022-10,서울특별시 노원구 동일로 1624,nozip,,2
37.67360549,127.055901,서울특별시 노원구 상계동 1025-32,서울특별시 노원구 동일로 1626,(우) 01630,,2
37.67317945,127.0559835,서울특별시 노원구 상계동 1023-1,서울특별시 노원구 동일로 1622,유성상가,,2
37.67345823,127.056279,서울특별시 노원구 상계동 1023-10,서울특별시 노원구 동일로234길 13,nozip,,2
37.67338825,127.0556577,서울특별시 노원구 상계동 1118-9,서울특별시 노원구 동일로 1624,통일상가,,2
37.674029,127.051826,서울특별시 노원구 상계동 1094-5,서울특별시 노원구 동일로237길 68-16,nozip,,3
37.67374322,127.0514231,서울특별시 노원구 상계동 1090-23,서울특별시 노원구 동일로237길 68-7,가람아트빌,,3
37.67399908,127.0519015,서울특별시 노원구 상계동 1094-7,서울특별시 노원구 동일로237마길 11,(우) 01611,,3
37.6740944,127.051518,서울특별시 노원구 상계동 1090-21,서울특별시 노원구 동일로237길 68-15,스토빌,,3
